0	1	2	3	4	5
0.5269770904040114	3.1198510573845772	0.3592536923031262	2.1979300618864457	2.2162926996352885	1.1266483060362726
0.2247431031421918	0.6456963568297933	0.3548058898592803	1.0105136884003052	0.8075831643096656	1.3024632825972624
0.650770453930472	0.5241288741480461	0.3516246462232022	0.32750726330884694	0.8261375047241413	0.37287920626873294
0.06343847197339247	0.10984886679932249	0.055902489973788994	0.44793417153616866	0.17059709196030437	0.6090391683486132
0.12375438884659395	0.6185719275010468	0.5467620597035214	0.2527627328726574	0.08235846918075662	0.11845974264283043
0.07382112654910022	0.311781136103249	0.32721522034632544	0.07512594188204913	0.4546562792221909	0.18564489256033223
0.08932577505552963	0.302432463477726	0.1771247422450335	0.3137949095576671	0.2942601921381911	0.039172120917563724
0.11074437617138888	0.7363038793245932	0.18408290419659679	0.6858554685467824	0.5492338795661831	0.20395818842038693
0.09939466520665868	0.6173836936254069	0.28069344966772064	0.34502047032898964	0.394335163326963	0.25811617484383276
0.33130169502611173	0.5265040023638907	0.351086082334786	0.22939035322208834	0.2894113883205761	0.027486648129900648
0.9253082264160093	0.43395025853483693	0.6167290431422492	1.4915951235330982	0.6769282073662519	1.0604363198759263
0.899779965605405	3.0745211031760427	0.8895777370510024	0.4905286486406606	0.13723071558913014	0.9318654674681032
0.18904549516003244	0.8672534124502767	0.10051863353504453	0.1172644097318587	1.2345966990472974	0.3386057384901504
0.22480252538291	1.039474574387306	0.84775728910446	0.7269754067984286	0.2475027564370169	0.5125578904614776
