0	1	2	3	4	5	6	7
3.844987453687615	1.0977523681274262	0.45577957476170017	0.06273683968106081	2.601037363154	1.4386365893003639	2.173442168807726	0.7518598850042828
0.785587901790247	3.483023607127869	2.2914658505015226	0.4997802474643809	0.7146734675312176	0.0637387706974133	0.6623493683251045	1.2194736725306305
2.399689061529358	3.3622803295573953	1.00158866516343	0.6406082166866698	0.2005581706653361	0.47975804212978623	0.10473068067392077	0.5385248230357549
2.104847443902147	2.172902369926149	0.6110393429575707	0.3674853290641362	0.6417851127536642	0.5369964485937593	0.17068652762232572	0.438998342972043
2.3536222191945084	0.9429751943623073	0.3863319254166546	0.20763366804413153	0.6530484791249682	0.23238912021970837	0.6958151085620186	0.008092574298030009
0.46382930371337316	1.7789366462667493	0.637990843826298	1.1403080096973772	0.06325436080379454	0.2727391237471464	0.29007260947883395	1.2408914116868592
5.625248351658048	0.8864377157410903	0.039054431759808494	1.081762479812232	0.9329199469793874	0.9498527610524921	0.43267804441375546	1.3806518354188917
1.2822781513925778	0.4026754205457159	0.9372961860570845	0.015461532775105091	0.15019122951808717	0.3916728529553002	0.3124925134693566	0.30252655698935804
0.46571364999549014	0.24392755936986132	0.07399520713891627	0.027344849001256666	0.026377870158019512	0.3944263319653536	0.056285432837737126	0.1839672585801062
0.10402022323316845	0.3401085114430958	0.11676461416228423	0.03559541616794071	0.01808487171906581	0.28402752674688386	0.11120386264563259	0.024867942571429935
0.6468340320817658	2.0851628565211464	0.8922706452643345	0.32268563037030695	1.9628958600421602	0.17670766696264817	0.5996019618105439	0.377876315556648
1.0339127082582462	1.617678455062443	2.7279440745716745	0.9300620001589366	3.348554474499919	0.95474621790659	1.8800941181926034	1.1996620468595183
0.9158238253537995	1.0026067918609638	2.066056176537272	1.3736026133148895	0.10968273383510829	0.8005507632644784	0.6743179718546232	0.15604217135340548
0.7231594961876433	1.1241395325742642	0.9822609613493776	1.2692743984632413	1.7460842517276156	0.9790777936685622	1.1515099396692259	1.7423595191896308
