0	1	2	3	4	5	6
1.3922293068138725	0.9652880476147647	0.04918960769636449	0.07596549471537895	1.3683111494318982	0.015326692577866119	1.9357342036206155
0.8320526359761029	0.9876206155000373	1.7974723262226409	2.1454878061506104	2.195030965068227	1.7343692906736052	1.9323194459427935
3.2019520414638363	0.8975185762689266	1.5123343072302697	2.6623836340847506	2.6547136857635083	3.421493059216205	2.182641917425583
1.4540165960740072	1.245364727316152	0.835174940943594	1.958778020964364	0.6143584653004961	1.5501483091734214	0.6399883994964637
1.0232828547175625	0.6866141719270198	0.39529415272129675	0.7443460138522333	0.03367951922550638	0.6744161788689302	0.7201085058702192
0.6254538965572847	0.1655032292457732	0.32964465923593567	0.46111406155199	0.4871492303334435	0.17167428082986902	0.31567335451870804
3.759510608241064	0.7578263936231293	0.6595166968314379	0.712367391339753	0.33220330824500977	0.9428141532355765	0.35478266496615785
1.4803099260111439	0.1720495110049689	0.027960757246666024	0.8558277378683108	0.4882516823537273	0.18492527507217726	0.15131549896856278
0.1684142033091951	0.24386592321033485	0.019369311573600445	0.38730845388418844	0.2339289209486961	0.16214084708760979	0.047321094175422296
0.6850597862004826	0.05968701748665617	0.6704210071708598	0.25507220600726255	0.3353709616911127	0.32794617759846134	0.21744875164287958
1.0971804804753065	0.37923868739631406	1.7393915849047517	0.5392520573010433	3.0946882607981046	4.458783627631645	2.3909674432438806
1.2767581764667555	0.6961985766416059	3.877611357380959	2.828754739185481	1.5057679748374806	2.8356586887657933	1.6919226573755264
1.6478050622884517	0.8832460847391133	1.2917748809796743	1.208873406349917	1.7390260965291109	0.5348063193783057	1.592174912987835
0.9494983379644593	0.9188844290872611	1.524918589371381	1.4287688212978056	0.10930075102121606	1.9185774331172656	0.15525585302924805
