0	1	2	3	4	5	6	7
1.567105176434322	0.11858256824882751	0.30372109652546087	0.3486496377377408	0.44045455778147424	0.03273304205889804	0.565451379288251	0.005321968708676295
2.375173320433098	0.34016855701592075	0.7515830280490929	0.18753451218294348	0.03997404735752497	0.19556775810798843	0.5729788703938761	0.28736654732575584
3.167356511781686	0.7923295405414352	0.10582131257624461	0.3614750097268846	0.7034131731412474	0.547587683804915	0.047300984832152615	0.8210714323112951
2.0782490643626628	0.29514610869616	0.23071339138604108	0.17888973903512007	0.4650723576678928	0.057119063359637234	0.4669618139017193	0.38434659031608986
1.4961122041243544	0.4365092126181178	0.10219751365051977	0.06120237780546489	0.18636393968165077	0.19081532824412406	0.21618929979173718	0.30283453233273505
0.4133049888651019	0.1384506494318023	0.12763810121593355	0.42770783481929353	0.05662153220970145	0.21634846825222676	0.2227987190497296	0.05376157915052726
3.9967683618682943	0.6134749117399281	0.6939046874410941	0.48014277457787635	0.1734570530140207	0.8383302716852956	0.41077447546967605	0.7866841879404021
0.05535180511536564	0.1997726421684558	0.06998201060048403	0.005357745157816174	0.10960859919644972	0.08866978530426217	0.05591801682376207	0.044817368678848224
0.15701843989295217	0.02014135303712372	0.04771853197241782	0.2688238936274199	0.10408385552314003	0.01856123593053427	0.05420448003150802	0.20782324409192565
0.014722988741208753	0.10013688528491266	0.16018181980327964	0.1542887278989214	0.21363459340488816	0.06194489100382383	0.019078168387906047	0.16519432757274347
3.4024980871558097	1.145955644954108	0.8335559287776038	0.19963032115158308	0.3326829976675514	0.5739795955972973	0.4785533725866751	0.5035062217560946
2.679473626071479	0.46957434649879026	0.42386830561545796	0.23193691303941044	0.30334181665094206	0.07109937575296854	0.635517276196369	0.5441355923175468
0.0612062574463228	0.3729839147984657	0.22856672899604336	0.4046049427253162	0.054083091513355	0.3186913423400439	0.03833372689114545	0.6692601192600609
0.6130697547097257	0.0568285157868651	0.437092188262719	0.21465332553026295	0.6218749746549657	0.28310509954347873	0.37368551192975064	0.2473855393866251
