0	1	2	3	4	5
0.17938376608897588	0.24814421535570208	0.5937017454657871	0.5485379157185895	1.455344953637708	0.11442268899134689
0.002739365258165094	0.6004537293655972	0.19398984316592305	0.08856551367640186	0.3272237777153215	0.5530459432344363
0.8453102935113233	0.4870556389447138	0.05253743385851006	0.0404718919271172	0.8068298225470878	0.4365096260490837
0.6631871621646694	0.1347461249351698	0.3471744684417113	0.5004442939694411	0.32129135337567494	0.0021136281940217216
0.10110356993359826	0.42623795235452366	0.058784165365882046	0.021454573670514954	0.21421193797501292	0.39336832334950333
0.9963448194760369	0.5162895353275334	0.10368257420824456	0.2095786780490596	0.420037983136782	0.2532439512455853
1.5361699727870661	0.38365003624956273	0.12546268353898427	0.6710594416765261	0.5023366187622109	0.871886632136885
0.08343808034427047	0.47480906759224073	0.054451529286627665	0.09691744744988195	0.4673360730958156	0.07540389088866473
1.1772203055117987	0.37565565923460986	0.1760736347611298	0.6480295744347881	0.06327529726606529	0.08581386018479442
0.5678719135145076	0.3019081895629281	0.011364642031918004	0.8568187516904637	0.6163490294474221	0.03685864374045433
0.815679507906307	0.22898275972797122	0.8997886671628906	0.41647380277990087	2.7138267960706033	0.8108675779494755
2.2360733064347453	1.0301208027843178	0.6075993633667127	0.28582500625673246	3.1419210138061913	2.8293928797792094
0.2091290777245599	0.6565378159203109	0.2798301590242621	0.42883837033804456	0.6875150599652642	0.029143622365824462
0.42424832188050265	0.16358307156538388	0.690582840080574	0.7646420710061941	0.32364528422157823	0.8709143765500724
