0	1	2	3	4	5
0.398206496763291	0.4706406213877079	0.7564731481804428	0.1557039373345015	0.3096094270401597	1.1493523879306853
0.13718909894595832	0.12084492808896119	0.7535504555429604	0.24898606954832925	0.20427115406067653	0.5402313439956972
0.31625198944419	0.03788618011386102	0.8774444302308453	0.8682572311118175	0.6998063693668666	0.6917571224177488
0.21914360626512375	0.3876818734126375	0.8803671228683827	0.7749750988979884	0.18592578826575545	1.3008781663531044
0.18878943135568527	0.17322453034733964	0.008335440132936078	0.7059850483991195	0.4658972450471133	0.6104372051879654
0.2532788024018515	0.9152483013956978	1.6926980718272358	1.3222615600940197	0.6675917119485528	0.3648142987785068
2.4650657133372067	2.166817888595448	2.4421569950456283	1.7599913081672556	4.142257111084088	4.691774794061451
0.5468444702582085	1.8517268293616613	0.8428469688461426	1.0192267398029724	2.0675445378203925	2.193100470448593
0.7224702125152478	0.2858262609647151	0.2543742145875384	0.6279914654917698	1.1107232479633633	0.4760440253876316
0.36776245540339747	0.4983024607880855	0.14051079077079665	0.28983649327499256	0.11359697527054446	0.0948112781510364
0.6995544509686092	0.5013872989838388	0.1857426425856814	0.4946421125680499	0.2333995562433695	0.2871574385553469
1.2063050789914431	0.8357184978041969	0.09748635332715505	1.0933839870652369	0.0852290216551177	1.4762278999245193
0.156088548526627	1.1242536774600553	0.09593882231361817	0.06260848879169645	0.23919146683756454	0.8875209732011778
0.25323277229537444	2.1892826330586614	0.8253783346385375	0.778213019862529	0.14828572238407167	0.1841727838781484
