0	1	2	3	4	5	6	7	8	9
0.1883664427010343	1.0098201530913338	0.004714674812713149	0.41708708858535104	0.23205493750021766	0.10563028781880135	0.8106750309767241	0.01862203189972167	0.5703025042685965	0.12672578289905
1.3819724180468276	2.5035341441037096	0.5461562666960065	0.343772607129444	0.46695846746580116	0.5948346026489553	0.524620275164124	0.4788993056748847	0.49819286659802753	0.43207217077328863
3.3971789447314844	2.9411941456393356	0.7118244172291184	1.2519062380485533	0.7500021269775603	0.722266185841069	0.4587570768755729	0.8528565739866147	0.4846254352471169	1.106135036165215
1.1991874918216228	1.3550642752469884	0.15421854858244766	0.0701149464370161	0.3405387217877429	0.31425426615312224	0.6855755728610591	0.24190110140542354	0.4446439959581334	0.30300461388366573
1.3115530288803599	1.809566285992541	0.37945154589708885	0.1684922370130657	0.5652353345031447	0.5333695799778866	0.08249313815033332	0.6642733644658136	0.02849477382314003	0.6993093410424223
0.09525288834020706	0.7053874421766237	0.2697204908312809	0.3396686485496492	0.036230540501774655	0.20609486382581066	0.5859571411459203	0.4439333269570058	0.057828747850271256	0.276920448121297
1.0106045329329814	0.7311041345860467	0.5244228913736901	0.5286639797711119	0.49029457861478964	0.3446188009563964	0.31953272370391406	1.6593381179657511	0.5795834922049892	0.6139303188598877
5.049862141552263	5.270726912264828	1.2252172152135437	1.1910345577403803	1.7207393537348121	0.6391719783698431	1.52224811692788	1.4021193866490194	1.2972671859364855	1.3227912592451183
1.0067313540153893	1.1656572892908237	0.5111857710534177	0.4986342503695379	0.06915449124027939	0.5616890909994601	0.043644416362148775	0.226856281789596	0.43247146228591793	0.08395828806984629
0.16650295747259047	0.05998002028422933	0.09502940995899456	0.07768769926034369	0.4005760275470662	0.13660908282402984	0.6763034945471581	1.8229088109875988	0.28543405610169503	0.19800422863955358
1.9927403448832703	1.3064903217512316	0.08525838160916877	0.06164845666263696	1.065631845539253	0.03505419598117099	0.6519680564160355	0.6238285367542495	0.8081229099171243	0.13823504697320121
3.3086269396283505	3.110383925467457	1.0470984686800762	0.9154602108500658	0.338531142735512	0.9746236524861018	0.9743275859405873	0.3024447840641784	0.989331817242701	0.8771932030965806
1.8580612106885992	2.2027415072742897	0.927192308329809	0.843127648896767	0.4715958968576537	0.7052995660692054	0.3796738538145079	0.34474285632934887	0.7995296214870509	0.27912667883724085
1.6042535143896868	1.3093278967674764	0.4048029449326229	0.4438331541519911	0.7417357876579507	0.6007535498336412	0.17654306415801857	0.0889970182107005	0.41697708794992705	0.03993880426230989
